Symbol,Date,Open,High,Low,Close,Adj Close,Volume
LCID,2022-06-28,18.25,18.757999,17.85,17.940001,17.940001,11466100
LCID,2022-06-29,17.690001,17.93,17.200001,17.299999,17.299999,10918300
LCID,2022-06-30,17.24,17.66,16.545,17.16,17.16,13188800
LCID,2022-07-01,17.055,17.52,16.43,17,17,14083100
LCID,2022-07-05,16.780001,17.24,16.35,17.23,17.23,14868300
LCID,2022-07-06,17.35,18.51,17.309999,18.219999,18.219999,21390600
LCID,2022-07-07,18.290001,19.875,18.059999,19.809999,19.809999,19510400
LCID,2022-07-08,19.440001,20.610001,19.32,19.99,19.99,24362100
LCID,2022-07-11,19.92,20.02,18.5,18.530001,18.530001,11665000
LCID,2022-07-12,18.74,19.459999,18.245001,19.33,19.33,12437500
LCID,2022-07-13,18.65,19.749001,18.549999,19.51,19.51,12273100
LCID,2022-07-14,19.440001,20.15,18.959999,20.110001,20.110001,12948500
LCID,2022-07-15,20.120001,20.290001,19.209999,19.68,19.68,13949500
LCID,2022-07-18,20.07,21.08,19.860001,19.959999,19.959999,17273800
LCID,2022-07-19,20.49,20.549999,19.860001,20.379999,20.379999,11280300
LCID,2022-07-20,20.360001,21.34,20.360001,21.27,21.27,15250100
LCID,2022-07-21,21.139999,21.780001,20.781,21.48,21.48,15841800
LCID,2022-07-22,21.450001,21.450001,19.540001,19.68,19.68,14026800
LCID,2022-07-25,19.780001,19.9,18.639999,18.74,18.74,11624200
LCID,2022-07-26,18.48,18.565001,17.889999,18.09,18.09,11087900
LCID,2022-07-27,18.440001,18.594999,17.870001,18.43,18.43,15566000
LCID,2022-07-28,18.74,19.024,17.775,18.24,18.24,16839400
LCID,2022-07-29,18,18.290001,17.879999,18.25,18.25,16504000
LCID,2022-08-01,18.209999,18.690001,17.77,18.530001,18.530001,15465800
LCID,2022-08-02,18.219999,19.99,17.82,19.73,19.73,20507400
LCID,2022-08-03,19.82,20.620001,19.530001,20.559999,20.559999,29292200
LCID,2022-08-04,18.040001,18.860001,18,18.559999,18.559999,37355200
LCID,2022-08-05,18.4,18.6,17.92,18.049999,18.049999,16542600
LCID,2022-08-08,18.18,19.709999,18.075001,18.719999,18.719999,21703000
LCID,2022-08-09,18.52,18.530001,17.125,17.459999,17.459999,23944600
LCID,2022-08-10,18.07,18.34,17.51,18.219999,18.219999,19041300
LCID,2022-08-11,18.389999,18.92,18.02,18.09,18.09,19662500
LCID,2022-08-12,18.25,18.709999,17.829,18.66,18.66,13906200
LCID,2022-08-15,18.360001,19.08,18.309999,18.76,18.76,10488300
LCID,2022-08-16,18.620001,19.155001,18.18,18.93,18.93,12979600
LCID,2022-08-17,18.66,18.790001,18.15,18.459999,18.459999,11017300
LCID,2022-08-18,18.58,18.6,18.01,18.23,18.23,10206400
LCID,2022-08-19,17.98,17.99,16.690001,16.75,16.75,26005800
LCID,2022-08-22,16.775,16.775,16.030001,16.1,16.1,15375300
LCID,2022-08-23,16.26,16.440001,15.95,15.98,15.98,11651100
LCID,2022-08-24,16.25,16.84,15.955,16.440001,16.440001,11934800
LCID,2022-08-25,16.700001,17.23,16.58,16.98,16.98,10480900
LCID,2022-08-26,17.1,17.280001,16.209999,16.24,16.24,13160300
LCID,2022-08-29,16.09,16.450001,15.86,16.17,16.17,8469300
LCID,2022-08-30,15.8,15.85,14.89,15.15,15.15,27308600
LCID,2022-08-31,15.32,15.519,14.96,15.34,15.34,13917200
LCID,2022-09-01,15.21,15.405,14.79,15.38,15.38,13605600
LCID,2022-09-02,15.47,15.63,14.99,15.16,15.16,13695300
LCID,2022-09-06,15.04,15.13,14.58,14.61,14.61,17263300
LCID,2022-09-07,14.464,14.75,13.863,14.7,14.7,17388200
LCID,2022-09-08,14.46,14.99,14.385,14.99,14.99,11854400
LCID,2022-09-09,15,15.42,14.93,15.08,15.08,17971300
LCID,2022-09-12,15.45,16.597,15.31,16.549999,16.549999,24276500
LCID,2022-09-13,15.81,16.68,15.64,16.1,16.1,21307200
LCID,2022-09-14,16.02,16.879999,15.975,16.629999,16.629999,21932200
LCID,2022-09-15,16.4,17.33,16.34,16.49,16.49,19007500
LCID,2022-09-16,16.129999,17.690001,16.08,16.18,16.18,50642800
LCID,2022-09-19,16.059999,16.41,15.44,15.94,15.94,18925100
LCID,2022-09-20,15.82,15.951,15.23,15.34,15.34,12585600
LCID,2022-09-21,15.39,16.16,15.28,15.56,15.56,16880000
LCID,2022-09-22,15.45,15.58,14.12,14.31,14.31,20375900
LCID,2022-09-23,14.17,14.25,13.58,14.03,14.03,18635800
LCID,2022-09-26,14.05,14.65,13.952,14.06,14.06,11486300
LCID,2022-09-27,14.81,15.18,14.15,14.41,14.41,20173200
LCID,2022-09-28,14.52,15.32,14.355,15.22,15.22,15089800
LCID,2022-09-29,14.98,15,13.99,14.19,14.19,14253500
LCID,2022-09-30,14.05,14.44,13.87,13.97,13.97,12259300
LCID,2022-10-03,14,14.22,13.52,14.09,14.09,19230900
LCID,2022-10-04,14.51,15.68,14.51,15.4,15.4,22799900
LCID,2022-10-05,14.961,15.17,14.51,14.99,14.99,11615300
LCID,2022-10-06,15.018,15.3,14.305,14.41,14.41,13163700
LCID,2022-10-07,14.061,14.18,13.12,13.17,13.17,21772500
LCID,2022-10-10,13.23,13.26,12.29,12.48,12.48,20767800
LCID,2022-10-11,12.43,13.217,12.2,12.65,12.65,22025100
LCID,2022-10-12,13.25,13.5,12.61,13.09,13.09,23191800
LCID,2022-10-13,12.74,13.24,12.375,13.01,13.01,20889200
LCID,2022-10-14,13.18,13.22,11.87,11.89,11.89,23536700
LCID,2022-10-17,12.35,12.92,12.344,12.41,12.41,18897300
LCID,2022-10-18,12.92,13.16,12.515,13.01,13.01,16688500
LCID,2022-10-19,12.845,12.93,12.45,12.64,12.64,11700900
LCID,2022-10-20,12.71,13.1,12.36,12.6,12.6,17586500
LCID,2022-10-21,12.46,13.42,12.28,13.31,13.31,17222200
LCID,2022-10-24,13.17,13.175,12.53,12.8,12.8,14457700
LCID,2022-10-25,12.9,14.17,12.9,13.92,13.92,22487600
LCID,2022-10-26,13.74,14.52,13.62,13.91,13.91,15071200
LCID,2022-10-27,14.05,14.38,13.68,13.79,13.79,11174000
LCID,2022-10-28,13.79,14.3,13.65,14.23,14.23,12837100
LCID,2022-10-31,14.16,14.675,14.045,14.29,14.29,24662300
LCID,2022-11-01,14.67,14.84,13.6,13.62,13.62,14636500
LCID,2022-11-02,13.67,14.35,13.315,13.34,13.34,14289000
LCID,2022-11-03,13.23,14.075,13.15,13.64,13.64,10715300
LCID,2022-11-04,14.04,14.34,13.3,13.89,13.89,19218400
LCID,2022-11-07,14.05,14.2,13.205,13.85,13.85,16368000
LCID,2022-11-08,13.91,14.04,13.07,13.5,13.5,23031500
LCID,2022-11-09,12.49,12.53,10.89,11.21,11.21,52598500
LCID,2022-11-10,12.01,12.34,11.37,12.11,12.11,42963100
LCID,2022-11-11,12.13,13.179,12.07,12.91,12.91,29191500
LCID,2022-11-14,12.88,12.96,12.102,12.21,12.21,18403800
LCID,2022-11-15,12.715,12.82,12.3,12.36,12.36,21745000
LCID,2022-11-16,12.3,12.3,11.32,11.37,11.37,23032400
LCID,2022-11-17,11.24,11.49,11.03,11.46,11.46,18377400
LCID,2022-11-18,11.58,11.66,11.085,11.26,11.26,14755900
LCID,2022-11-21,11.11,11.11,10.25,10.31,10.31,32052700
LCID,2022-11-22,10.39,10.39,9.98,10.13,10.13,23082800
LCID,2022-11-23,10.24,10.35,10.051,10.25,10.25,18478600
LCID,2022-11-25,10.27,10.28,9.965,10.02,10.02,12414200
LCID,2022-11-28,9.985,10.188,9.83,9.85,9.85,24142600
LCID,2022-11-29,10.05,10.07,9.7,9.76,9.76,19666600
LCID,2022-11-30,9.86,10.36,9.84,10.14,10.14,69551900
LCID,2022-12-01,10.105,10.235,9.57,9.83,9.83,27314300
LCID,2022-12-02,9.64,10.165,9.55,10.15,10.15,27456300
LCID,2022-12-05,10.11,10.19,9.4,9.43,9.43,26098200
LCID,2022-12-06,9.52,9.52,8.54,8.65,8.65,39132200
LCID,2022-12-07,8.5,8.735,8.285,8.61,8.61,23903900
LCID,2022-12-08,8.62,8.84,8.405,8.68,8.68,24855900
LCID,2022-12-09,8.53,8.69,8.14,8.68,8.68,43064600
LCID,2022-12-12,8.54,8.59,8.13,8.28,8.28,26159800
LCID,2022-12-13,8.7,8.955,7.94,7.99,7.99,40408100
LCID,2022-12-14,7.96,7.97,7.59,7.68,7.68,29881900
LCID,2022-12-15,7.71,7.82,7.43,7.45,7.45,31343400
LCID,2022-12-16,7.405,7.62,7.185,7.37,7.37,41837800
LCID,2022-12-19,7.35,7.37,7.05,7.23,7.23,22954100
LCID,2022-12-20,7.57,7.89,7.22,7.23,7.23,42410700
LCID,2022-12-21,7.39,7.39,7.15,7.18,7.18,26956100
LCID,2022-12-22,7.12,7.17,6.63,6.89,6.89,35161300
LCID,2022-12-23,6.88,6.9,6.59,6.7,6.7,22584900
LCID,2022-12-27,6.608,6.61,6.18,6.2,6.2,35811200
LCID,2022-12-28,6.25,6.64,6.215,6.38,6.38,27973100
LCID,2022-12-29,6.6,6.9,6.48,6.7,6.7,26601600
LCID,2022-12-30,6.55,6.83,6.515,6.83,6.83,22306300
