Symbol,Date,Open,High,Low,Close,Adj Close,Volume
LI,2022-01-03,33.02,33.759998,31.35,32.34,32.34,7153900
LI,2022-01-04,32.16,32.169998,29.370001,30.33,30.33,8156400
LI,2022-01-05,29.5,30.559999,29.139999,29.17,29.17,6349500
LI,2022-01-06,29.25,29.629999,28.235001,28.379999,28.379999,10132000
LI,2022-01-07,28.577,29.68,28.200001,29.18,29.18,8864000
LI,2022-01-10,29.18,29.18,27.01,27.540001,27.540001,8046500
LI,2022-01-11,27.75,29.9,27.51,29.809999,29.809999,9185200
LI,2022-01-12,30.4,31.190001,29.98,30.75,30.75,11436500
LI,2022-01-13,30.575001,31.68,30.5,30.77,30.77,7602700
LI,2022-01-14,30.959999,31.440001,30.030001,31.129999,31.129999,6022400
LI,2022-01-18,30.629999,31.965,30.309999,30.469999,30.469999,7450300
LI,2022-01-19,30.57,30.74,29.25,29.26,29.26,6159800
LI,2022-01-20,30.219999,30.51,29.110001,29.17,29.17,7142300
LI,2022-01-21,28.85,28.98,27.68,27.9,27.9,6088100
LI,2022-01-24,26.700001,27.4,25.530001,27.27,27.27,10451600
LI,2022-01-25,26.790001,26.790001,25.139999,25.43,25.43,9723000
LI,2022-01-26,26.379999,26.6,24.9,25.09,25.09,8104300
LI,2022-01-27,25.26,25.33,23.379999,23.450001,23.450001,9705400
LI,2022-01-28,23.190001,24.43,22.16,23.969999,23.969999,12316500
LI,2022-01-31,24.639999,26.110001,24.58,26.09,26.09,6935500
LI,2022-02-01,26.848,27.309999,25.940001,27.290001,27.290001,7473100
LI,2022-02-02,27.084,27.639999,26.565001,27.5,27.5,5531200
LI,2022-02-03,26.799999,27.9,26.555,26.83,26.83,5977300
LI,2022-02-04,27.08,28.959999,27.08,28.700001,28.700001,8114400
LI,2022-02-07,27.655001,29.030001,27.59,28.629999,28.629999,7263500
LI,2022-02-08,28.357,29.049999,28.02,29,29,4994000
LI,2022-02-09,30.02,30.5,29.74,30.129999,30.129999,11363500
LI,2022-02-10,28.93,29.99,28.610001,29.370001,29.370001,8007800
LI,2022-02-11,29.42,29.719999,27.690001,28.139999,28.139999,7177500
LI,2022-02-14,27.690001,28.799999,27.51,28.48,28.48,5608600
LI,2022-02-15,29.49,30.23,29.219999,30.18,30.18,7910500
LI,2022-02-16,29.93,30.200001,29.440001,29.790001,29.790001,4085100
LI,2022-02-17,29.68,30.299999,29.42,29.629999,29.629999,4278400
LI,2022-02-18,29.629999,29.83,28.379999,28.549999,28.549999,5911900
LI,2022-02-22,27.879999,28.68,27.26,27.690001,27.690001,9634000
LI,2022-02-23,28.799999,29.235001,27.459999,27.6,27.6,8005100
LI,2022-02-24,25.370001,27.42,25.040001,27.360001,27.360001,12095900
LI,2022-02-25,27.719999,28.121,25.75,27.889999,27.889999,10040600
LI,2022-02-28,27.860001,31,27.83,30.450001,30.450001,13649700
LI,2022-03-01,30.33,31.450001,29.799999,30.42,30.42,9110100
LI,2022-03-02,30.879999,31.950001,29.540001,30.09,30.09,9556700
LI,2022-03-03,30.629999,30.639999,27.559999,27.9,27.9,9776300
LI,2022-03-04,27.440001,28.01,26.65,27.23,27.23,7710700
LI,2022-03-07,27.219999,27.92,25.690001,25.700001,25.700001,8421500
LI,2022-03-08,25.190001,25.190001,24.040001,24.24,24.24,12101400
LI,2022-03-09,25.809999,27.91,25.42,27.629999,27.629999,13420100
LI,2022-03-10,26.07,26.549999,25.23,25.99,25.99,10703500
LI,2022-03-11,26.82,26.834999,21.92,22.17,22.17,19696000
LI,2022-03-14,20.049999,20.360001,17.450001,17.6,17.6,41534200
LI,2022-03-15,17.91,20.08,16.860001,19.75,19.75,30762100
LI,2022-03-16,23.799999,26.5,23.610001,26.049999,26.049999,38067800
LI,2022-03-17,25.025,25.26,23.75,25.1,25.1,14720300
LI,2022-03-18,25.799999,28.9,25.52,28.190001,28.190001,18296100
LI,2022-03-21,27.195,27.92,25.67,26.33,26.33,11795100
LI,2022-03-22,27.395,27.77,26.530001,27.33,27.33,11153000
LI,2022-03-23,26.485001,28.295,26.4,27.280001,27.280001,7297300
LI,2022-03-24,27.34,27.9,26.209999,27.860001,27.860001,9894400
LI,2022-03-25,26.450001,27.129999,25.914,26.4,26.4,6907500
LI,2022-03-28,26.77,27.309999,25.754999,26.48,26.48,8219000
LI,2022-03-29,27.299999,27.6,26.299999,26.6,26.6,8711100
LI,2022-03-30,27.1,28.23,26.879999,27.129999,27.129999,9251400
LI,2022-03-31,26.995001,27.25,25.570999,25.809999,25.809999,9555700
LI,2022-04-01,27.35,28.219999,26.594999,27.24,27.24,11828600
LI,2022-04-04,28.68,29.690001,28.24,28.66,28.66,11092800
LI,2022-04-05,28.370001,28.639999,27.559999,27.799999,27.799999,6628300
LI,2022-04-06,27.59,27.85,26.74,27.52,27.52,6439600
LI,2022-04-07,27.280001,28.030001,25.825001,26.389999,26.389999,9405800
LI,2022-04-08,26.389999,26.559999,25.559999,25.860001,25.860001,5502700
LI,2022-04-11,24.690001,25.58,24.219999,25.25,25.25,8732900
LI,2022-04-12,25.84,25.870001,24.809999,24.93,24.93,5592500
LI,2022-04-13,25.091999,26.43,24.629999,26.030001,26.030001,4807800
LI,2022-04-14,25.799999,26.415001,25.6,25.709999,25.709999,4646800
LI,2022-04-18,25.4,25.955,24.700001,25.66,25.66,4086100
LI,2022-04-19,25.16,25.59,24.139999,25.34,25.34,5064900
LI,2022-04-20,24.809999,24.809999,23.17,23.49,23.49,7748700
LI,2022-04-21,24,24.27,22.049999,22.469999,22.469999,8967300
LI,2022-04-22,22.57,23.35,22.309999,22.33,22.33,6285200
LI,2022-04-25,21.35,22.440001,21.120001,22.309999,22.309999,8415000
LI,2022-04-26,22.441999,22.51,21.15,21.15,21.15,5323000
LI,2022-04-27,22.459999,23,22.09,22.18,22.18,9124600
LI,2022-04-28,22.5,22.790001,20.5,22.120001,22.120001,8346200
LI,2022-04-29,24.08,24.4,22.370001,22.43,22.43,8061300
LI,2022-05-02,22.219999,23.59,22.07,23.33,23.33,6075600
LI,2022-05-03,23.1,23.59,22.65,22.93,22.93,4183300
LI,2022-05-04,22.450001,23.690001,22.09,23.59,23.59,4998200
LI,2022-05-05,22.83,23.35,21.16,21.67,21.67,5824000
LI,2022-05-06,21.68,21.860001,20.690001,20.92,20.92,5113800
LI,2022-05-09,20.15,20.35,18.825001,18.9,18.9,7334900
LI,2022-05-10,20.309999,21.299999,18.9,19.67,19.67,9887200
LI,2022-05-11,21.07,21.83,20.07,20.129999,20.129999,18696100
LI,2022-05-12,20.1,21.440001,19.34,20.120001,20.120001,14153000
LI,2022-05-13,21.799999,22.219999,21.309999,21.82,21.82,17024200
