Symbol,Date,Open,High,Low,Close,Adj Close,Volume
LI,2022-05-16,22.1,22.85,21.802,22.02,22.02,7885000
LI,2022-05-17,23.709999,24.43,23.049999,23.74,23.74,10972800
LI,2022-05-18,23.351999,24.59,23.18,23.41,23.41,8349400
LI,2022-05-19,24.094999,24.469999,23.610001,23.99,23.99,8131100
LI,2022-05-20,24.73,25,23.038,24,24,11236100
LI,2022-05-23,23.32,23.51,22.51,23.469999,23.469999,6681900
LI,2022-05-24,22.77,22.85,21.52,21.76,21.76,10523200
LI,2022-05-25,22.440001,22.700001,21.59,22.4,22.4,8670300
LI,2022-05-26,22.43,24.299999,22.43,24.18,24.18,7011100
LI,2022-05-27,24.485001,24.5,22.896999,24.280001,24.280001,8967600
LI,2022-05-31,25.5,25.51,24.57,25.07,25.07,11545200
LI,2022-06-01,25.41,26.040001,24.99,25.459999,25.459999,7849500
LI,2022-06-02,25.620001,26.57,24.709999,26.41,26.41,9150900
LI,2022-06-03,25.52,26.525,25.51,26.209999,26.209999,4875900
LI,2022-06-06,28.309999,30.004999,28.219999,29.07,29.07,15817000
LI,2022-06-07,28.67,30.049999,28.32,29.719999,29.719999,9047000
LI,2022-06-08,30.110001,30.290001,29.360001,29.959999,29.959999,12254000
LI,2022-06-09,28.27,29.99,28.25,29.49,29.49,7898400
LI,2022-06-10,29.9,31.190001,29.790001,29.93,29.93,11273400
LI,2022-06-13,29.709999,30.4,28.219999,29.049999,29.049999,13433100
LI,2022-06-14,30.84,32.779999,30.700001,32.220001,32.220001,15859500
LI,2022-06-15,32.52,32.799999,31.559999,32.490002,32.490002,11237800
LI,2022-06-16,31,32.16,30.82,31.799999,31.799999,9058400
LI,2022-06-17,33.5,34,32.93,33.150002,33.150002,22398600
LI,2022-06-21,35.02,37.02,34.790001,35.75,35.75,24530900
LI,2022-06-22,36.82,37.349998,35.360001,36.799999,36.799999,20164500
LI,2022-06-23,39.27,40.009998,38.419998,39.240002,39.240002,29451800
LI,2022-06-24,40.860001,41.490002,38.900002,40.790001,40.790001,25338300
LI,2022-06-27,39.459999,39.630001,38.34,39.130001,39.130001,16433800
LI,2022-06-28,37.349998,38.330002,36.16,37.07,37.07,29630600
LI,2022-06-29,36.27,38.419998,36.150002,38.080002,38.080002,17898900
LI,2022-06-30,38.880001,39.5,37.525002,38.310001,38.310001,14675000
LI,2022-07-01,38.299999,38.990002,36.32,37.700001,37.700001,14354400
LI,2022-07-05,38.040001,40.445,37.720001,40,40,18059900
LI,2022-07-06,39.310001,39.700001,37.099998,38.599998,38.599998,10731100
LI,2022-07-07,39.200001,40.700001,38.599998,39.279999,39.279999,19519100
LI,2022-07-08,38.720001,39.549999,37.959999,38.900002,38.900002,9818500
LI,2022-07-11,37.630001,38.02,36.830002,37.330002,37.330002,9218500
LI,2022-07-12,36.59,37.68,36.310001,36.990002,36.990002,8661100
LI,2022-07-13,36.290001,38.540001,36.200001,38.029999,38.029999,9651300
LI,2022-07-14,38.279999,38.849998,37.549999,38.18,38.18,9462100
LI,2022-07-15,38.130001,38.57,37.130001,38.450001,38.450001,8348600
LI,2022-07-18,38.860001,40.884998,37.532001,39.16,39.16,17600300
LI,2022-07-19,39.16,39.299999,35.66,37.310001,37.310001,22809000
LI,2022-07-20,36.209999,37.349998,35.509998,35.880001,35.880001,15037300
LI,2022-07-21,35.349998,36.860001,35.16,36.580002,36.580002,7551100
LI,2022-07-22,36.02,36.07,33.779999,34.360001,34.360001,13479100
LI,2022-07-25,33.799999,34.650002,33.5,34.599998,34.599998,6761600
LI,2022-07-26,34.700001,35.43,33.259998,33.549999,33.549999,8325000
LI,2022-07-27,33.560001,33.709999,32.66,33.68,33.68,8279900
LI,2022-07-28,33.259998,33.550999,32.040001,32.93,32.93,8253100
LI,2022-07-29,31.940001,32.98,31.67,32.84,32.84,8333000
LI,2022-08-01,33.700001,35.98,33.057999,34.099998,34.099998,17492100
LI,2022-08-02,33.360001,35.759998,32.91,34.119999,34.119999,11491600
LI,2022-08-03,34.189999,34.189999,32.48,33.98,33.98,8528800
LI,2022-08-04,34.23,35.174999,34.02,34.32,34.32,5063200
LI,2022-08-05,33.700001,33.950001,32.580002,33.630001,33.630001,4959600
LI,2022-08-08,34.110001,34.139999,32.939999,33.200001,33.200001,6218800
LI,2022-08-09,32.174,32.450001,30.235001,30.870001,30.870001,13990800
LI,2022-08-10,31.58,31.66,30.42,31.52,31.52,6548800
LI,2022-08-11,32.09,33.450001,31.723,32.709999,32.709999,9750900
LI,2022-08-12,31.469999,32.599998,31.23,32.490002,32.490002,6376400
LI,2022-08-15,30.83,33.860001,29.91,32.560001,32.560001,16365300
LI,2022-08-16,31.83,31.870001,30.51,31.09,31.09,8327900
LI,2022-08-17,31.200001,31.66,30.75,30.91,30.91,5617900
LI,2022-08-18,30.51,31.059999,30.105,30.84,30.84,5272800
LI,2022-08-19,30.799999,30.799999,29.709999,29.940001,29.940001,5593700
LI,2022-08-22,30.003,31.530001,29.83,30.85,30.85,8401800
LI,2022-08-23,30.360001,30.360001,28.85,29.360001,29.360001,8124800
LI,2022-08-24,28.780001,30.094999,28.370001,29.700001,29.700001,4824500
LI,2022-08-25,30.76,31.639999,29.92,31.07,31.07,8934700
LI,2022-08-26,31.84,32.150002,30.209999,30.299999,30.299999,7572100
LI,2022-08-29,30,30.549999,29.055,29.110001,29.110001,5205400
LI,2022-08-30,29.25,29.393,28.225,28.799999,28.799999,6311700
LI,2022-08-31,29.26,29.57,28.389999,28.77,28.77,6819700
LI,2022-09-01,27.68,28.379999,27.195,27.9,27.9,10380600
LI,2022-09-02,27.309999,27.360001,26.26,26.58,26.58,9115100
LI,2022-09-06,26.48,27.084999,26,26.440001,26.440001,7401100
LI,2022-09-07,26.309999,27.125,26.16,26.66,26.66,5818300
LI,2022-09-08,26.059999,26.57,25.360001,26.030001,26.030001,7942400
LI,2022-09-09,26.76,27.23,26.225,26.33,26.33,7966300
LI,2022-09-12,26.719999,26.799999,25.25,26.059999,26.059999,9696300
LI,2022-09-13,25.440001,28.065001,25.25,26.799999,26.799999,17044600
LI,2022-09-14,26.85,27.030001,25.9,26.67,26.67,8536100
LI,2022-09-15,26.07,26.76,25.68,25.809999,25.809999,5210000
LI,2022-09-16,25.049999,25.049999,23.700001,24.09,24.09,12031200
LI,2022-09-19,23.85,25.299999,23.74,25.23,25.23,7162700
LI,2022-09-20,25.5,25.735001,25.07,25.34,25.34,5202900
LI,2022-09-21,24.32,24.690001,22.9,23.1,23.1,9474800
LI,2022-09-22,24.41,25.4,24.174999,24.23,24.23,18113000
LI,2022-09-23,23.889999,25.1,23.67,25,25,13284400
LI,2022-09-26,25.195999,27.1,25.1,26.389999,26.389999,15885100
LI,2022-09-27,26.629999,27,25.540001,25.719999,25.719999,9713200
LI,2022-09-28,24.665001,25.6,24.33,24.9,24.9,9842400
LI,2022-09-29,24.049999,24.26,22.799999,23.370001,23.370001,7719000
LI,2022-09-30,22.540001,23.575001,22.200001,23.01,23.01,5967900
LI,2022-10-03,23.313999,23.965,22.82,23.459999,23.459999,5965500
LI,2022-10-04,24.389999,25.43,24.309999,24.6,24.6,6633500
LI,2022-10-05,24.65,24.98,23.504999,23.9,23.9,7187500
LI,2022-10-06,23.870001,24.018,20.68,20.950001,20.950001,25644800
LI,2022-10-07,20.450001,20.469999,19.33,19.57,19.57,15467900
LI,2022-10-10,19.620001,19.620001,18.43,19,19,10804900
LI,2022-10-11,19.42,20.485001,18.459999,19.68,19.68,19374400
LI,2022-10-12,20.48,21.18,19.92,20.389999,20.389999,12027400
LI,2022-10-13,19.264999,20.27,19.094999,20.040001,20.040001,9120300
LI,2022-10-14,20.049999,20.25,18.645,18.719999,18.719999,7806500
LI,2022-10-17,19.200001,19.41,18.51,18.950001,18.950001,11704300
LI,2022-10-18,19.450001,19.691,18.841999,18.92,18.92,6084200
LI,2022-10-19,18.18,18.18,16.540001,16.799999,16.799999,14375000
LI,2022-10-20,17.280001,17.76,17.15,17.299999,17.299999,12257400
LI,2022-10-21,16.898001,17.889999,16.610001,17.77,17.77,7584900
LI,2022-10-24,16.110001,16.113001,12.519,14.68,14.68,37180000
LI,2022-10-25,15.37,16.348,15.145,15.9,15.9,20487800
LI,2022-10-26,15.87,16.57,15.58,16.27,16.27,12788700
LI,2022-10-27,15.32,15.37,14.64,14.985,14.985,14480700
LI,2022-10-28,13.93,14.51,13.75,14.26,14.26,12295500
LI,2022-10-31,13.865,14.18,13.09,13.62,13.62,14726000
LI,2022-11-01,15.02,15.15,13.97,14.56,14.56,21373900
LI,2022-11-02,15.51,17.09,15.37,16.32,16.32,38737400
LI,2022-11-03,15.92,17.370001,15.88,16.75,16.75,18659300
LI,2022-11-04,18.9,19.209999,17.67,18.309999,18.309999,21855300
LI,2022-11-07,19.049999,19.389999,18.049999,18.16,18.16,13579600
LI,2022-11-08,17.58,18.535,17.4,18.469999,18.469999,9945300
LI,2022-11-09,17.415001,17.795,16.09,16.18,16.18,15431800
LI,2022-11-10,18.02,18.34,17.07,17.41,17.41,14257600
LI,2022-11-11,18.23,19.405001,17.65,18.969999,18.969999,14223800
LI,2022-11-14,18.84,19.49,17.959999,17.959999,17.959999,10693000
LI,2022-11-15,19.049999,19.629999,18.73,18.940001,18.940001,12150100
LI,2022-11-16,18.450001,18.610001,17.559999,17.77,17.77,8232800
LI,2022-11-17,17.23,18.389999,16.959999,18.360001,18.360001,10994700
LI,2022-11-18,18.087,18.190001,17.65,17.879999,17.879999,5720700
LI,2022-11-21,17.459999,17.58,16.780001,17.57,17.57,5878400
LI,2022-11-22,16.91,17.059999,16.25,16.73,16.73,9794200
LI,2022-11-23,17.200001,17.83,16.969999,17.33,17.33,7367600
LI,2022-11-25,16.950001,16.969999,16.219999,16.809999,16.809999,3977400
LI,2022-11-28,16.299999,17.620001,16.295,17.040001,17.040001,8591800
LI,2022-11-29,18.110001,18.84,17.799999,18.530001,18.530001,11240700
LI,2022-11-30,20.129999,23.040001,20.110001,22,22,46308600
LI,2022-12-01,21.18,22.290001,20.82,21.299999,21.299999,15648200
LI,2022-12-02,20.93,23.5,20.799999,22.780001,22.780001,21069700
LI,2022-12-05,24.030001,24.200001,21.459999,22.110001,22.110001,16107500
LI,2022-12-06,22.58,23.629999,22.43,23.1,23.1,12546300
LI,2022-12-07,21.99,22.870001,21.58,22.59,22.59,9554500
LI,2022-12-08,23.875,24.409,23.620001,24.1,24.1,15024100
LI,2022-12-09,22.559999,22.768,20.959999,21.120001,21.120001,19881400
LI,2022-12-12,20.52,21.530001,20.32,20.719999,20.719999,11860400
LI,2022-12-13,21.465,21.5,19.865,20.34,20.34,18675900
LI,2022-12-14,21.16,21.219999,19.950001,20.280001,20.280001,8713000
LI,2022-12-15,21.15,21.610001,20,20.43,20.43,10570100
LI,2022-12-16,21.135,21.75,20.424999,20.450001,20.450001,10498600
LI,2022-12-19,20.889999,20.889999,19.26,20.040001,20.040001,7943600
LI,2022-12-20,19.459999,20.68,19.320999,20.120001,20.120001,7521400
LI,2022-12-21,20.33,21,19.68,20.799999,20.799999,7208700
LI,2022-12-22,21.26,21.57,19.879999,20.43,20.43,6892800
LI,2022-12-23,20.370001,20.370001,18.540001,18.77,18.77,8861200
LI,2022-12-27,18.360001,18.719999,18.02,18.540001,18.540001,8510600
LI,2022-12-28,18.9,19.242001,17.895,18.43,18.43,9108900
LI,2022-12-29,19.25,19.740999,18.950001,19.49,19.49,8889000
LI,2022-12-30,19.49,20.450001,19.440001,20.4,20.4,9652400
